topic,conversation
신입 시절 회상,"나 새내기 때 첫 회식 자리에서 술 엄청나게 마셨던 거 기억나?
어렴풋이. 완전히 정신 놓고 다음 날 숙취로 고생했었지.
나는 그때 실수로 직속 상사에게 반말했던 흑역사가 아직도 떠올라 괴로워.
나는 서류 잘못 결재받아 감사팀에 불려 갔었잖아.
진짜 신입 시절은 예측불허의 사건들 투성이였어.
그럼에도 그때 윗분들이 잘 이끌어주셔서 버틸 수 있었지.
맞아. 좋은 멘토들을 만난 건 정말이지 행운이었어.
요즘 우리 밑에 들어온 새 직원들 보면 옛날 생각 많이 들지 않아?
응. 보면 짠하기도 하고 진심으로 응원해주고 싶고.
우리도 이제 좋은 본보기가 되어주자."
신입 시절 회상,"우리 수습 때 연수받던 거 기억나? 강의 진짜 지루했었는데.
맞아. 쏟아지는 졸음을 참느라 눈꺼풀이 천근만근이었지.
나는 그때 옆자리 동기와 몰래 딴짓하다가 강사 눈에 띄어 망신당했잖아.
나는 발표 너무 형편없어서 사람들 앞에서 얼굴 붉혔던 기억이 나.
정말이지 새내기 시절은 좌충우돌의 연속이었어.
그럼에도 그때 배우고 익힌 지식들이 지금 생각하면 큰 자산이 되었어.
맞아. 그때 탄탄하게 기초를 다져놔야 지금 업무가 수월하지.
우리 후배들 교육할 때 좀 더 세심하게 챙겨줘야겠다.
맞아. 우리처럼 우왕좌왕하지 않도록 제대로 가르쳐줘야지.
그때 사진 보면 우리 참 풋풋했어."
신입 시절 회상,"나 인턴 때 회사 건물 구조가 너무 복잡해서 길 잃었던 거 알아?
어 기억나. 완전 심각한 길치였잖아 너.
나는 휴게실 위치를 몰라 윗사람에게 엉뚱한 질문했었지.
나는 커피조차 제대로 못 타서 동기들에게 맛없다고 핀잔 듣고.
정말이지 사회 초년생 시절은 매 순간이 난관이었어.
그럼에도 그때 실수들을 통해 값진 경험을 얻었잖아.
맞아. 넘어지고 깨지면서 성장하는 거지 뭐.
우리 후배들 실수해도 너무 엄하게 질책하진 말자.
맞아. 우리도 다 그런 시절 겪었으니까.
그때 생각하면 지금은 정말 많이 능숙해졌어."
신입 시절 회상,"우리 신입 때 첫 월급 받고 얼마나 좋아했었지?
맞아. 비록 얼마 안 됐지만 그땐 세상 전부를 가진 기분이었어.
나는 부모님께 용돈 드리고 얼마나 뿌듯했는지 몰라.
나는 동기들이랑 맛있는 거 사 먹으면서 자축했었지.
진짜 그때는 작은 것 하나에도 감동하고 기뻐했었어.
지금은 월급날이 그냥 스쳐 지나가는 하루가 됐지만.
맞아. 그때의 순수한 기쁨은 이제 느끼기 힘든 것 같아.
우리 후배들 첫 월급 받으면 같이 축하해 주자.
좋아. 그때 우리 기분 떠올리면서.
그때 생각하면 참 설렜었지."
신입 시절 회상,"나 신입 때 회식 자리에서 춤 시켜서 얼마나 당황했었는지 몰라?
어 기억나. 완전 로봇처럼 뻣뻣하게 췄었지.
나는 노래방 가서 음치인 거 들통나서 얼마나 창피했는지 몰라.
나는 윗사람 농담에 제대로 못 웃어서 분위기 싸하게 만들고.
진짜 신입 때는 병아리 라니까.
그래도 그때 어른들 틈에서 살아남으려고 애썼잖아.
맞아. 사회생활의 쓴맛 단맛 다 봤지.
우리 후배들 회식 자리에서 너무 강요하지 말자.
맞아. 편안하게 어울릴 수 있도록 배려해야지.
그때 생각하면 우리 참 어색했어."
신입 시절 회상,"우리 신입 때 보고서 작성하는 법 몰라서 얼마나 답답했었지?
맞아. 서식도 제대로 못 맞추고 횡설수설 쓰고.
나는 그때 보고서 오타 때문에 팀장님께 엄청 혼났었지.
나는 참고 자료 찾는 법을 몰라서 엉뚱한 자료만 뒤지고.
진짜 신입 때는 모든 업무가 숙제 같았어.
그래도 그때 보고서 작성 요령 제대로 배워둬서 지금은 편하잖아.
맞아. 그때 꼼꼼하게 배워두길 정말 잘했어.
우리 후배들 보고서 작성 어려워하면 적극적으로 도와주자.
좋아. 우리 경험 바탕으로 쉽게 설명해주자.
그때 생각하면 우리 참 서툴렀어."
신입 시절 회상,"나 신입 때 클라이언트 앞에서 실수해서 얼마나 얼굴 붉혔었는지 몰라?
어 기억나. 중요한 정보 빠뜨려서 난리 났었지.
나는 프레젠테이션하다가 말문 막혀서 식은땀 흘리고.
나는 회의 시간에 엉뚱한 질문해서 분위기 이상하게 만들고.
진짜 신입 때는 흑역사야.
그래도 그때의 경험 덕분에 지금은 긴장 덜 하고 잘하잖아.
맞아. 그때 담력 훈련 제대로 했지 뭐.
우리 후배들 클라이언트 응대 어려워하면 옆에서 많이 도와주자.
좋아. 실제 경험 위주로 조언해주자.
그때 생각하면 우리 참 용감했어."
신입 시절 회상,"우리 신입 때 사수한테 얼마나 많이 물어봤었지?
맞아. 귀찮게 할까 봐 눈치 보면서도 계속 질문하고.
나는 그때 사수한테 똑같은 거 계속 물어봐서 엄청 혼났었지.
나는 사수 퇴근 안 하면 나도 퇴근 못 하는 줄 알고 늦게까지 남아있고.
진짜 신입 때는 모든 게 조심스러웠어.
그래도 그때 사수가 친절하게 잘 알려줘서 금방 적응했잖아.
맞아. 좋은 사수 만난 건 정말 복이었어.
우리 후배들 질문하면 귀찮아하지 말고 친절하게 답변해주자.
좋아. 우리도 좋은 사수 되어주자.
그때 생각하면 우리 참 간절했어."
회식에서 있었던 일,"야 어제 회식 진짜 재밌었지?
응 완전 꿀잼. 덕분에 스트레스 확 풀렸어.
특히 부장님 춤추시는 거 봤어? 진짜 빵 터졌잖아.
맞아 맞아. 완전 반전 매력이셨어.
나는 옆 테이블 팀이랑 술 게임하다가 완전 뻗었잖아.
어휴 너 진짜... 내가 겨우 데리고 나왔다니까.
미안... 너무 신났었나 봐.
그래도 다 같이 웃고 즐거웠으면 된 거지 뭐.
오늘 다들 괜찮으려나? 숙취 때문에 고생하는 사람 많을 텐데.
그러게. 나도 속이 좀 안 좋긴 해."
회식에서 있었던 일,"어제 회식 때 ○○○ 씨 완전 인기 많던데?
응? 내가 뭐 특별한 거 했어?
아니 노래도 잘 부르고 분위기도 엄청 잘 띄우고.
아 그냥 좀 신났었어. 다들 즐거워하니까 나도 좋고.
팀장님도 엄청 좋아하시던데?
응 덕분에 칭찬도 받고 기분 좋았어.
나는 어제 옆에 앉은 선배랑 이야기 많이 해서 좋았어.
평소에 업무 얘기만 하다가 사적인 얘기 나누니까 더 가까워진 느낌?
맞아. 회식의 순기능이지.
다음 회식도 기대된다."
회식에서 있었던 일,"어제 회식 음식 진짜 맛있었지? 특히 그 곱창전골 최고.
인정. 술안주로 완전 딱이었어.
나는 육회도 너무 맛있어서 계속 먹었잖아.
나도. 평소에 잘 못 먹는 비싼 음식 실컷 먹어서 좋았어.
술 종류도 다양해서 좋았고.
맞아. 덕분에 여러 가지 술 맛봤네.
근데 마지막에 너무 과음한 것 같아. 오늘 좀 힘드네.
나도. 괜히 섞어 마셨어.
다음 회식 때는 적당히 마셔야지. 다짐만 몇 번째인지...
그래도 맛있는 거 먹고 즐거웠으면 된 거지 뭐."
회식에서 있었던 일,"어제 회식 때 게임하다가 벌칙 당한 사람 누구더라?
○○ 씨랑 △△ 씨 완전 웃겼잖아.
맞아. 얼굴에 낙서하고 춤추고 난리도 아니었지.
나는 옆에서 구경하면서 엄청 웃었어.
덕분에 분위기가 더 화기애애해졌잖아.
맞아. 다 같이 웃으니까 좋더라.
오늘 아침에 다들 멀쩡한 척하느라 고생 좀 하겠네.
그러게. 어제 너무 불태웠어.
다음 회식 때 또 어떤 게임 할지 벌써 기대된다.
나는 제발 평범한 게임 했으면 좋겠어."
회식에서 있었던 일,"어제 회식 때 막차 놓친 사람 꽤 많았던 것 같던데?
응 나도 택시 잡느라 엄청 고생했어.
나는 아예 근처에서 자고 출근했어.
그게 제일 현명한 선택이었을 수도.
대리운전 부르려고 했는데 너무 안 잡히더라.
나도. 결국 새벽 돼서야 집에 들어갔어.
오늘 지각하는 사람 꽤 있겠는데?
그러게. 팀장님께 미리 말씀드려야 하나.
다음 회식 때는 대중교통 끊기기 전에 헤어지는 걸로 하자.
제발 그러자..."
돈 빌리기,"저기 혹시 급하게 돈 빌릴 수 있을까?
얼마나 필요하신데요?
이번 달 월급날까지 5만 원만 빌려줄 수 있을까?
5만 원이요? 갑자기 무슨 일이 있으세요?
이번 달 지출이 좀 많아서... 월급 받으면 바로 갚을게.
네 알겠습니다 잠시만요
여기 5만 원이요
정말 고마워! 덕분에 한숨 돌렸다.
다음에 꼭 갚을게.
별말씀을요 힘든 일 있으시면 언제든 말씀하세요."
돈 빌리기,"혹시 잠깐 시간 괜찮으세요?
네 무슨 일이세요?
다름이 아니라 혹시 돈 좀 빌릴 수 있을까 해서요.
얼마나 필요하신데요? 그리고 언제까지 갚으실 수 있으세요?
10만 원 정도 빌리고 싶은데 다음 달 초에 월급 받으면 바로 갚을 수 있어요.
음... 10만 원이면 저한테도 조금 부담이 되긴 하는데...
정말 급해서 그러는데 안 될까요?
알겠습니다. 빌려드릴게요.
정말 감사합니다! 잊지 않고 꼭 갚을게요."
돈 빌리기,"저... 혹시 실례가 안 된다면 돈 좀 빌릴 수 있을까요?
갑자기 무슨 일이세요?
다름이 아니라 급하게 돈이 좀 필요해서요.
얼마나 필요하신데요?
3만 원만 빌려주시면 정말 감사하겠습니다.
3만 원이요? 언제까지 갚으실 수 있으세요?
이번 주 안으로 꼭 갚겠습니다.
알겠습니다. 잠시만 기다리세요."
돈 빌리기,"혹시 저한테 돈 좀 빌려주실 수 있으세요?
얼마나 필요하신데요?
2만 원만 빌려주시면 감사하겠습니다.
2만 원이요? 어디에 쓰시려고요?
급하게 교통비가 좀 부족해서요.
아... 그러시군요. 잠시만요."
돈 빌리기,"저기 혹시 급하게 그런데 돈 좀 빌려줄 수 있어?
얼마나 필요한데?
만 원만 빌려주면 진짜 고맙겠어.
만 원? 무슨 일 있어?
지갑을 잃어버려서...
아이고... 여기 만 원. 힘내."
돈 빌리기,"김 주임님 혹시 급하게 여쭤볼 게 있는데요. 실례가 안 된다면 돈 좀 빌릴 수 있을까요?
박 대리님 얼마나 필요하신데요? 무슨 급한 일이라도 있으세요?
네 다름이 아니라 이번 달 개인적인 지출이 좀 많아서 다음 월급날까지 7만 원 정도만 빌려주시면 정말 감사하겠습니다.
음... 7만 원이시면 흔쾌히 빌려드릴 수 있습니다.
정말 감사합니다 김 주임님! 월급 받으면 바로 갚겠습니다.
네 잊지 마시고요. 혹시 다른 어려움 있으시면 언제든 말씀하세요 박 대리님.
네 감사합니다.
별말씀을요.
다음에 커피라도 한번 살게요.
좋습니다. 잘 해결되길 바랍니다."
돈 빌리기,"최 대리님께 조심스럽게 여쭤봅니다. 혹시 개인적으로 돈 좀 빌릴 수 있을까요?
이선배님 갑자기 무슨 일이세요? 얼마나 필요하신데요?
네 다름이 아니라 갑자기 예상치 못한 지출이 생겨서 그런데 3만 원만 빌려주시면 정말 감사하겠습니다.
3만 원이시군요. 급하신 거라면 빌려드릴 수 있습니다. 언제쯤 갚으실 수 있으세요?
다음 주 금요일까지 꼭 갚겠습니다.
알겠습니다. 잠시만 기다리세요 이선배님.
정말 감사합니다 최 대리님!
천만에요.
덕분에 정말 마음이 놓입니다.
다음에 맛있는 거라도 한번 사주세요.
그렇게 하겠습니다."
돈 빌리기,"박 과장님께 실례를 무릅쓰고 부탁드립니다. 혹시 개인적으로 급하게 돈 좀 빌릴 수 있을까요?
김 대리님 무슨 일이십니까? 얼마나 필요하신지요?
네 다름이 아니라 갑자기 부모님 병원비가 급하게 필요해서 그러는데 20만 원만 빌려주시면 정말 감사하겠습니다.
20만 원... 적지 않은 금액이긴 합니다만 급하신 일이라고 하시니 빌려드리겠습니다. 언제쯤 변제 가능하실까요?
다음 달 월급날에 꼭 갚겠습니다. 정말 죄송하고 감사합니다 박 과장님.
알겠습니다. 힘든 일 있으시면 혼자 끙끙 앓지 마시고 말씀하세요 김 대리님.
정말 감사합니다.
천만에요.
덕분에 큰 도움 받았습니다.
별말씀을요. 잘 해결되시길 바랍니다."
돈 빌리기,"최 차장님께 조심스럽게 여쭤봅니다. 혹시 개인적으로 급하게 소액만 빌릴 수 있을까요?
윤 주임님 얼마나 필요하신데요?
네 다름이 아니라 오늘 점심값이 조금 부족해서 그런데 만 원만 빌려주시면 정말 감사하겠습니다.
만 원이시군요. 급하시면 빌려드릴 수 있습니다.
정말 감사합니다 최 차장님!
별말씀을요.
덕분에 점심 굶지 않아도 되겠네요.
다음에 꼭 갚겠습니다."
돈 빌리기,"부장님께 죄송한 말씀 올립니다. 혹시 개인적으로 급하게 돈 좀 빌릴 수 있을까요?
강 대리 무슨 일인가? 얼마나 필요한가?
네 다름이 아니라 갑자기 차량 수리비가 예상보다 많이 나와서 그런데 50만 원만 빌려주시면 정말 감사하겠습니다.
50만 원... 큰 금액이군. 언제쯤 변제 가능한가?
두 달 안에 꼭 갚겠습니다. 정말 죄송합니다 부장님.
알았다. 급한 일이라면 빌려주도록 하지. 힘내게 강 대리.
정말 감사합니다 부장님!
그래. 잘 해결하도록 하게.
덕분에 정말 큰 도움 받았습니다.
알겠네."
돈 빌리기,"팀장님께 조심스럽게 여쭤봅니다. 혹시 개인적으로 급하게 돈 좀 빌릴 수 있을까요?
박 주임 무슨 일이야?
네 다름이 아니라 갑자기 조카 결혼식 축의금이 부족해서 그러는데 15만 원만 빌려주시면 정말 감사하겠습니다.
결혼식 축의금이시군요. 빌려드릴 수 있습니다. 언제쯤 갚으실 수 있으세요?
다음 달 월급날에 바로 갚겠습니다. 감사합니다 팀장님.
그래 알겠네. 좋은 일에 쓰도록 하게 박 주임.
정말 감사합니다.
천만에.
덕분에 체면 유지할 수 있겠네요.
잘 다녀오게."
